Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
State_id  ,YEAR  ,Month  ,PRECIP (in),TMAX (F),TMEAN (F),TMIN (F) 
'417945',1966,2,2.3,60.7,49.3,37.8 
'417945',1966,3,1.14,70.2,59.5,48.7 
'417945',1966,4,3.2,77.9,68.1,58.2 
'417945',1966,5,3.53,81.2,73,64.8 
'417945',1966,6,1.78,87.6,78.3,68.9 
'417945',1966,7,0.06,93.4,83.7,74 
'417945',1966,8,4.28,91.3,81.4,71.4 
'417945',1966,9,2.13,86.5,77,67.5 
'417945',1966,10,1.11,79,66.5,53.9 
'417945',1966,11,0,74.4,62.5,50.5 
'417945',1966,12,0.44,63.1,50.2,37.2 
'417945',1967,1,0.18,62,49.7,37.3 
'417945',1967,2,0.48,63.2,51.3,39.4 
'417945',1967,3,2.18,77.7,66.4,55 
'417945',1967,4,0.94,85.2,76.1,66.9 
'417945',1967,5,2.22,87.5,76.1,64.6 
'417945',1967,6,0.01,94.1,84,73.8 
'417945',1967,7,2.12,95.1,84.8,74.4 
'417945',1967,8,3.17,92.7,82.2,71.6 
'417945',1967,9,11.16,82.8,75,67.1 
'417945',1967,10,2,77.5,66.4,55.2 
'417945',1967,11,3.42,70,60,49.9 
'417945',1967,12,1.38,60.4,50.5,40.6 
'417945',1968,1,8.52,57.5,49.3,41 
'417945',1968,2,1.85,57.8,47.8,37.7 
'417945',1968,3,1.27,67.3,57.5,47.6 
'417945',1968,4,1.92,75.7,67.6,59.5 
'417945',1968,5,2.82,83.1,74.8,66.5 
'417945',1968,6,2.63,88.3,80,71.6 
'417945',1968,7,1.53,91.4,82.2,73 
'417945',1968,8,0.94,94.4,83.7,72.9 
'417945',1968,9,2.99,85.9,75.5,65 
'417945',1968,10,0.69,82.2,71.7,61.1 
'417945',1968,11,4.58,67.6,55.9,44.1 
'417945',1968,12,0.66,62.2,50.2,38.2 
'417945',1969,1,1.76,61.1,52,42.8 
'417945',1969,2,2.9,62.5,53.1,43.7 
'417945',1969,3,2.35,64.1,54.4,44.6 
'417945',1969,4,2.46,78,68.5,58.9 
'417945',1969,5,4.61,81.8,73,64.1 
'417945',1969,6,2.32,89.8,80.7,71.6 
'417945',1969,7,0.36,96.5,86.3,76 
'417945',1969,8,4.19,96,85.2,74.4 
'417945',1969,9,1.32,89.2,79.1,68.9 
'417945',1969,10,5.85,78.3,69.3,60.3 
'417945',1969,11,1.02,70,57.6,45.2 
'417945',1969,12,2.28,66.6,54.6,42.6 
'417945',1970,1,1.1,55.1,45.1,35 
'417945',1970,2,2.66,65,54.3,43.6 
'417945',1970,3,1.98,67.3,56.3,45.2 
'417945',1970,4,1.13,79.7,69,58.3 
'417945',1970,5,7.3,82.3,71.8,61.2 
'417945',1970,6,0.89,88.9,79.5,70.1 
'417945',1970,7,0.91,92.4,82.8,73.2 
'417945',1970,8,0.95,94.9,84.5,74.1 
'417945',1970,9,4.35,89.5,80,70.4 
'417945',1970,10,1.31,78.3,66.6,54.8 
'417945',1970,11,0.01,72.2,56.8,41.4 
'417945',1970,12,0.15,70.6,59,47.3 
'417945',1971,1,0.04,69.4,54.9,40.3 
'417945',1971,2,0.81,70.6,56.3,41.9 
'417945',1971,3,0.04,79.4,63.4,47.4 
'417945',1971,4,1.39,81.4,68.2,55 
'417945',1971,5,1.52,88.4,77,65.5 
'417945',1971,6,2.74,92.3,82.4,72.5 
'417945',1971,7,1.05,95.7,84.8,73.8 
'417945',1971,8,9.42,88.9,80.3,71.6 
'417945',1971,9,4.57,87.3,78.9,70.5 
'417945',1971,10,4.62,82,72.7,63.4 
'417945',1971,11,2.74,73.7,62,50.3 
'417945',1971,12,2.86,66.3,56,45.7 
'417945',1972,1,1.35,64.1,51.7,39.2 
'417945',1972,2,0.4,69.9,55.6,41.2 
'417945',1972,3,0.13,77.9,65.1,52.3 
'417945',1972,4,1.94,84.8,72.5,60.2 
'417945',1972,5,11.24,83.3,73.6,63.8 
'417945',1972,6,2.86,88.3,79.4,70.5 
'417945',1972,7,3.13,90.2,81.4,72.5 
'417945',1972,8,4.24,89.9,81.3,72.6 
'417945',1972,9,1.4,90.1,81.1,72.1 
'417945',1972,10,1.99,82.3,71.1,59.8 
'417945',1972,11,2.37,64.7,53.2,41.6 
'417945',1972,12,0.44,62,49.4,36.8 
'417945',1973,1,2.77,57.8,46.4,34.9 
'417945',1973,2,2.76,61.9,51,40.1 
'417945',1973,3,1.58,78.1,65.3,52.4 
'417945',1973,4,5.41,74.6,65.1,55.6 
'417945',1973,5,2.73,84.4,73.9,63.3 
'417945',1973,6,10.44,86.1,78.3,70.5 
'417945',1973,7,6.91,90.1,82.3,74.5 
'417945',1973,8,1.29,90.5,81.3,72 
'417945',1973,9,13.09,86.4,78.5,70.5 
'417945',1973,10,4.85,81.1,71.6,62.1 
'417945',1973,11,0.29,76,64.9,53.8 
'417945',1973,12,0.16,66.5,51.3,36.1 
'417945',1974,1,1.36,61.3,50.2,39 
'417945',1974,2,0.04,71.2,55.6,40 
'417945',1974,3,0.94,78.2,67.1,55.9 
'417945',1974,4,2.18,80.5,68.9,57.2 
'417945',1974,5,4.28,86,76.4,66.8 
'417945',1974,6,1.02,88.8,78.5,68.2 
'417945',1974,7,1.28,92.1,82.1,72.1 
'417945',1974,8,11.14,88.2,80.3,72.4 
'417945',1974,9,3.85,79.6,71.5,63.3 
'417945',1974,10,4.09,78.2,67.3,56.4 
'417945',1974,11,5.39,66.2,56.4,46.6 
'417945',1974,12,1.43,60.7,50,39.3 
'417945',1975,1,1.04,65,52.4,39.7 
'417945',1975,2,3.3,65.1,52.7,40.2 
'417945',1975,3,0.52,72.9,60.6,48.2 
'417945',1975,4,2.69,76.4,67.6,58.7 
'417945',1975,5,6.91,80.7,72.7,64.6 
'417945',1975,6,4.6,87.2,79.2,71.1 
'417945',1975,7,1.06,88.6,80.1,71.5 
'417945',1975,8,1.28,89.9,80.9,71.8 
'417945',1975,9,0.51,85.1,75.2,65.2 
'417945',1975,10,2.25,82.3,70.3,58.2 
'417945',1975,11,0.03,73.3,59.4,45.5 
'417945',1975,12,1.48,65,52.2,39.4 
'417945',1976,1,0.56,63,48.8,34.5 
'417945',1976,2,0.13,73.9,60.4,46.8 
'417945',1976,3,1.2,73.6,63,52.3 
'417945',1976,4,5.67,77,68.1,59.1 
'417945',1976,5,5.8,80.1,70.5,60.8 
'417945',1976,6,1.61,88,79,69.9 
'417945',1976,7,5.39,85.5,79,72.4 
'417945',1976,8,2.09,90.6,80.8,70.9 
'417945',1976,9,3.79,85.9,76.7,67.4 
'417945',1976,10,8.48,71.1,60.2,49.3 
'417945',1976,11,2.46,60.8,51.2,41.6 
'417945',1976,12,1.95,60.3,49,37.7 
'417945',1977,1,3.1,52.7,43.2,33.7 
'417945',1977,2,0.91,65.7,52,38.2 
'417945',1977,3,0.88,73.1,61,48.8 
'417945',1977,4,8.8,76.7,66.1,55.4 
'417945',1977,5,1.62,80.5,74.2,67.8 
'417945',1977,6,2.26,89.1,80.2,71.2 
'417945',1977,7,0.1,92.5,83.2,73.8 
'417945',1977,8,0.06,92.8,84.1,75.4 
'417945',1977,9,2.11,91,81.5,71.9 
'417945',1977,10,3.47,81.1,70.1,59 
'417945',1977,11,6.01,72.2,59.8,47.3 
'417945',1977,12,0.32,65.4,52.5,39.5 
'417945',1978,1,0.68,51.8,42.4,33 
'417945',1978,2,1.76,55.9,45.1,34.3 
'417945',1978,3,1.71,71.9,58.5,45.1 
'417945',1978,4,3.62,77.3,68.4,59.5 
'417945',1978,5,2.45,85.1,76.6,68 
'417945',1978,6,3.96,90.9,81.4,71.8 
'417945',1978,7,1.43,95.5,84.8,74 
'417945',1978,8,4.97,91.3,82.5,73.6 
'417945',1978,9,8.86,85,78.1,71.1 
'417945',1978,10,0.55,79.6,68.6,57.5 
'417945',1978,11,4.91,70.4,61.8,53.1 
'417945',1978,12,1.09,61.5,50.5,39.4 
'417945',1979,1,4.07,51.3,43,34.6 
'417945',1979,2,1.38,61.5,51,40.5 
'417945',1979,3,3.55,72.4,61.9,51.4 
'417945',1979,4,5.34,77.2,68.3,59.3 
'417945',1979,5,1.98,81.9,72.5,63 
'417945',1979,6,5.59,87.2,79.5,71.7 
'417945',1979,7,7.38,91.1,83.3,75.5 
'417945',1979,8,2.09,90.4,81.7,73 
'417945',1979,9,0.86,88.2,77.3,66.4 
'417945',1979,10,0.11,86.2,73.3,60.4 
'417945',1979,11,1.43,69.7,56.8,43.8 
'417945',1979,12,2.86,66.6,54,41.3 
'417945',1980,1,0.72,62.6,51.2,39.8 
'417945',1980,2,0.74,66.3,52.3,38.2 
'417945',1980,3,0.98,73.6,60.1,46.5 
'417945',1980,4,1.67,80.9,66.2,51.4 
'417945',1980,5,6.42,84.6,74.7,64.8 
'417945',1980,6,0.52,94.4,83.7,73 
'417945',1980,7,0.26,98.8,86.7,74.6 
'417945',1980,8,2.64,93.6,83.9,74.2 
'417945',1980,9,5.05,91,82.3,73.5 
'417945',1980,10,1.09,82.1,69.3,56.4 
'417945',1980,11,3.53,70.2,56.9,43.5 
'417945',1980,12,0.61,65,53.6,42.1 
'417945',1981,1,2.06,61.2,49.4,37.6 
'417945',1981,2,0.96,63.8,52.3,40.8 
'417945',1981,3,1.96,70.9,59.3,47.6 
'417945',1981,4,2.21,81,71.5,62 
'417945',1981,5,6.43,84.4,73.9,63.3 
'417945',1981,6,8.71,88.1,80.1,72 
'417945',1981,7,0.25,91.8,82.8,73.8 
'417945',1981,8,2.41,94.4,83.3,72.2 
'417945',1981,9,1.36,89.4,77.5,65.6 
'417945',1981,10,8.61,81.4,71.3,61.2 
'417945',1981,11,0.72,75.3,61.9,48.4 
'417945',1981,12,0.69,66.1,53,39.8 
'417945',1982,1,0.72,63.5,50.8,38.1 
'417945',1982,2,1.28,61.4,49.7,37.9 
'417945',1982,3,0.69,72.8,63.1,53.3 
'417945',1982,4,1.23,77.4,66.9,56.4 
'417945',1982,5,6.42,83.1,74.5,65.9 
'417945',1982,6,1.37,91.9,81.6,71.3 
'417945',1982,7,0.14,96.9,85.5,74.1 
'417945',1982,8,0.55,97.4,86,74.5 
'417945',1982,9,0.87,92.3,80.1,67.8 
'417945',1982,10,2.84,79.8,69.3,58.8 
'417945',1982,11,4.54,68.6,59.4,50.1 
'417945',1982,12,2.31,62.7,52.4,42.1 
'417945',1983,1,1.48,60.1,48.9,37.7 
'417945',1983,2,1.54,63.7,52.1,40.4 
'417945',1983,3,3.89,69.5,58.7,47.9 
'417945',1983,4,0.18,78,65.2,52.4 
'417945',1983,5,4.37,83.7,73.6,63.5 
'417945',1983,6,1.27,89.2,79.2,69.2 
'417945',1983,7,2.43,92,82.9,73.8 
'417945',1983,8,2,95.4,84.5,73.5 
'417945',1983,9,3.86,88.9,78.5,68 
'417945',1983,10,1.64,82,70.9,59.7 
'417945',1983,11,3.06,75.4,62.5,49.5 
'417945',1983,12,0.39,54.1,43,31.9 
'417945',1984,1,1.87,56.5,46.7,36.8 
'417945',1984,2,0.54,67.9,54.1,40.3 
'417945',1984,3,1.91,76.4,64.2,51.9 
'417945',1984,4,0.11,84.8,69.7,54.5 
'417945',1984,5,3.76,88.9,77.1,65.2 
'417945',1984,6,1.4,93.2,82.8,72.3 
'417945',1984,7,0,96.3,85,73.6 
'417945',1984,8,3.04,95.8,84.7,73.6 
'417945',1984,9,1.06,88,77.6,67.2 
'417945',1984,10,5.94,78.6,71.2,63.8 
'417945',1984,11,2.91,69.4,58.8,48.1 
'417945',1984,12,3.41,68.5,59.6,50.6 
'417945',1985,1,2.68,54.8,44.2,33.6 
'417945',1985,2,1.91,59.8,50.5,41.2 
'417945',1985,3,2.85,73.1,64.1,55 
'417945',1985,4,3.27,79.4,69.4,59.3 
'417945',1985,5,2.47,86.5,76.7,66.8 
'417945',1985,6,8.2,89,80.2,71.3 
'417945',1985,7,5.8,91.8,82.2,72.5 
'417945',1985,8,0.45,96.3,85.5,74.7 
'417945',1985,9,4.8,88.9,79.4,69.8 
'417945',1985,10,3.91,80.3,71.7,63.1 
'417945',1985,11,5,72.5,64.4,56.3 
'417945',1985,12,0.09,61.8,49.9,38 
'417945',1986,1,0.76,65.9,53.4,40.9 
'417945',1986,2,2.52,70.9,58,45.1 
'417945',1986,3,0.35,76.9,62.9,48.8 
'417945',1986,4,0.6,81.7,72.6,63.5 
'417945',1986,5,6.29,82.7,74.1,65.4 
'417945',1986,6,11.95,89.1,80.9,72.7 
'417945',1986,7,0.05,95.7,85.3,74.8 
'417945',1986,8,1.86,95.2,85.1,75 
'417945',1986,9,2.83,90.7,83.1,75.5 
'417945',1986,10,6.58,79.2,69.2,59.1 
'417945',1986,11,1.83,68,58.8,49.6 
'417945',1986,12,7.11,58.7,51.1,43.4 
'417945',1987,1,1.13,61.3,50.1,38.9 
'417945',1987,2,4.78,64.1,55.3,46.5 
'417945',1987,3,1.1,69.2,57.3,45.3 
'417945',1987,4,1.48,79.2,65.5,51.8 
'417945',1987,5,12.85,83.8,75.2,66.6 
'417945',1987,6,7.69,87.8,79.9,72 
'417945',1987,7,1.21,91.5,83.3,75 
'417945',1987,8,0.33,95.1,85.5,75.8 
'417945',1987,9,2.24,89.7,78.7,67.6 
'417945',1987,10,0.44,82.6,70.6,58.6 
'417945',1987,11,2.53,71.2,60.1,48.9 
'417945',1987,12,2.18,64,53.6,43.2 
'417945',1988,1,0.39,57.7,47,36.3 
'417945',1988,2,0.92,64.4,53.7,43 
'417945',1988,3,0.86,72.6,60.7,48.8 
'417945',1988,4,1.23,81.8,68.5,55.2 
'417945',1988,5,0.41,86.3,75.6,64.8 
'417945',1988,6,5.5,91.4,80.6,69.8 
'417945',1988,7,5.58,93.2,84.1,74.9 
'417945',1988,8,1.98,96.2,85.9,75.5 
'417945',1988,9,0.83,90.9,80.2,69.4 
'417945',1988,10,0.62,84.4,72.7,60.9 
'417945',1988,11,0.02,77.2,64.5,51.8 
'417945',1988,12,0.67,66.5,55.5,44.4 
'417945',1989,1,2.96,65.1,55.6,46.1 
'417945',1989,2,0.29,59.5,51,42.5 
'417945',1989,3,1.24,74,61.4,48.7 
'417945',1989,4,2.55,80.5,69.8,59.1 
'417945',1989,5,0.33,91.6,81.2,70.7 
'417945',1989,6,3.96,92.9,82.7,72.5 
'417945',1989,7,0.69,97.5,86.1,74.6 
'417945',1989,8,0.48,96,85.5,74.9 
'417945',1989,9,1.54,91.1,78.5,65.9 
'417945',1989,10,5.81,83,70.7,58.4 
'417945',1989,11,1.93,70.7,61.3,51.8 
'417945',1989,12,0.36,54.1,42.8,31.5 
'417945',1990,1,1.17,66.4,55.9,45.3 
'417945',1990,2,2.68,69.9,58.3,46.7 
'417945',1990,3,5.17,69.6,61,52.3 
'417945',1990,4,4.52,77.7,69.1,60.5 
'417945',1990,5,3.28,87.9,78.8,69.6 
'417945',1990,6,1.18,97.4,86.9,76.4 
'417945',1990,7,8.29,91.7,82.8,73.9 
'417945',1990,8,1.3,94.2,84.7,75.2 
'417945',1990,9,3.7,89.3,79.5,69.6 
'417945',1990,10,3.71,81.5,68.8,56 
'417945',1990,11,3.11,73.5,62.5,51.4 
'417945',1990,12,0.2,63.3,51.4,39.4 
'417945',1991,1,5.08,57.5,48.4,39.2 
'417945',1991,2,2.34,66.2,56.1,45.9 
'417945',1991,3,1.06,75.8,63.4,51 
'417945',1991,4,4.91,81.2,71.8,62.4 
'417945',1991,5,5.3,86.1,77.1,68.1 
'417945',1991,6,2.28,92.3,82.2,72.1 
'417945',1991,7,2.23,93.4,84,74.5 
'417945',1991,8,2.84,95.8,85.3,74.7 
'417945',1991,9,1.42,86.9,77.3,67.6 
'417945',1991,10,0.87,84.5,72.7,60.9 
'417945',1991,11,0.47,67.8,56.9,45.9 
'417945',1991,12,13.96,62.4,55,47.5 
'417945',1992,1,5.64,58.1,50.2,42.3 
'417945',1992,2,6.37,69,58.5,48 
'417945',1992,3,6.12,73,62.8,52.5 
'417945',1992,4,3.03,78,68.4,58.8 
'417945',1992,5,8.15,81.7,73.1,64.5 
'417945',1992,6,5.67,91.5,82,72.4 
'417945',1992,7,1.28,93,84.1,75.2 
'417945',1992,8,2.56,91.9,81.6,71.3 
'417945',1992,9,1.12,91.4,81.2,70.9 
'417945',1992,10,0.92,85.4,72.9,60.3 
'417945',1992,11,3.47,67.9,56.7,45.5 
'417945',1992,12,2.16,65,55.7,46.4 
'417945',1993,1,1.31,60.1,50.6,41.1 
'417945',1993,2,3.72,65,55,44.9 
'417945',1993,3,1.56,71.8,60.9,50 
'417945',1993,4,1.81,78.2,66.7,55.2 
'417945',1993,5,12.47,84.2,73.3,62.4 
'417945',1993,6,6.43,88.8,81,73.2 
'417945',1993,7,0,94.5,85.5,76.5 
'417945',1993,8,0.01,97.1,86.7,76.3 
'417945',1993,9,0.52,92.9,81,69 
'417945',1993,10,3.07,81.9,70.1,58.3 
'417945',1993,11,0.66,67.4,55.7,44 
'417945',1993,12,0.44,65,54.5,44 
'417945',1994,1,1.55,62.6,51.8,40.9 
'417945',1994,2,0.64,67.1,55.6,44.1 
'417945',1994,3,5.06,74.5,63.3,52.1 
'417945',1994,4,2.21,79.1,68.9,58.7 
'417945',1994,5,7.01,81.8,73.7,65.5 
'417945',1994,6,1.66,92.3,82.6,72.9 
'417945',1994,7,0.5,96.1,85.6,75.1 
'417945',1994,8,2.54,93.8,83.7,73.6 
'417945',1994,9,5.52,88.2,77.3,66.3 
'417945',1994,10,9.75,81.2,71.5,61.8 
'417945',1994,11,0.71,73.7,63.8,53.9 
'417945',1994,12,3.28,65.1,56,46.9 
'417945',1995,1,0.28,64.2,53.1,41.9 
'417945',1995,2,1.19,68,56.5,45 
'417945',1995,3,1.58,70.3,60.8,51.3 
'417945',1995,4,1.07,79.3,68.2,57.1 
'417945',1995,5,5.36,85.8,76.5,67.2 
'417945',1995,6,4.81,89.6,79.7,69.7 
'417945',1995,7,0.7,94.9,84.3,73.6 
'417945',1995,8,2.03,96.7,85.5,74.3 
'417945',1995,9,4.49,91.1,80.1,69.1 
'417945',1995,10,0.23,82.4,69.8,57.2 
'417945',1995,11,0.82,71.2,59.5,47.7 
'417945',1995,12,0.64,65.5,55.6,45.7 
'417945',1996,1,0,65.8,51.1,36.3 
'417945',1996,2,0.69,70.7,57.9,45.1 
'417945',1996,3,0.3,70.9,57.6,44.3 
'417945',1996,4,0.89,84.3,69.5,54.6 
'417945',1996,5,1.26,92.6,81.9,71.1 
'417945',1996,6,2.12,95.3,84.1,72.9 
'417945',1996,7,1.31,98.8,87.3,75.8 
'417945',1996,8,2.86,94.8,84.4,74 
'417945',1996,9,3.66,88.4,78.4,68.4 
'417945',1996,10,0.36,82,71.1,60.1 
'417945',1996,11,2.79,72.4,61.3,50.2 
'417945',1996,12,1.56,66.3,54.5,42.7 
'417945',1997,1,0.44,59.4,49.2,38.9 
'417945',1997,2,2.44,62.4,53.1,43.8 
'417945',1997,3,2.24,73.2,63.3,53.3 
'417945',1997,4,5.72,74.3,63.9,53.5 
'417945',1997,5,3.91,83.4,74,64.5 
'417945',1997,6,7.3,88.4,79.8,71.1 
'417945',1997,7,0,94.8,85.1,75.3 
'417945',1997,8,0.62,97,86.1,75.2 
'417945',1997,9,1.86,93.5,82.2,70.8 
'417945',1997,10,4.08,80.5,70.2,59.8 
'417945',1997,11,1.76,67.6,57.4,47.1 
'417945',1997,12,3.55,63.1,50.2,37.3 
'417945',1998,1,3.21,67.1,56.4,45.7 
'417945',1998,2,3.37,67.3,55.3,43.3 
'417945',1998,3,2.85,70.5,59.8,49 
'417945',1998,4,0.05,79.5,66.7,53.9 
'417945',1998,5,0.34,91.4,79.8,68.2 
'417945',1998,6,0.81,97.7,86.3,74.9 
'417945',1998,7,0.21,99.7,88.1,76.4 
'417945',1998,8,7.78,92.8,83.6,74.3 
'417945',1998,9,1.57,88.5,80.5,72.4 
'417945',1998,10,18.07,80,71.4,62.8 
'417945',1998,11,3.4,70.5,62.4,54.2 
'417945',1998,12,0.37,62.8,52.7,42.6 
'417945',1999,1,0,68,54.6,41.2 
'417945',1999,2,0,74.2,61.8,49.4 
'417945',1999,3,3.45,73.5,62.7,51.8 
'417945',1999,4,0.91,81.4,71.2,61 
'417945',1999,5,2.78,85.8,76.2,66.5 
'417945',1999,6,3.37,90.4,81.9,73.3 
'417945',1999,7,1.8,92.5,82.9,73.2 
'417945',1999,8,2.11,97.7,86.1,74.5 
'417945',1999,9,0.05,92.2,80.3,68.3 
'417945',1999,10,1.29,82.9,69.6,56.3 
'417945',1999,11,0.05,76.7,63.1,49.4 
'417945',1999,12,0.52,67.8,54,40.1 
'417945',2000,1,1.4,66.7,55.2,43.7 
'417945',2000,2,2.2,73.9,62.6,51.2 
'417945',2000,3,0.91,77.6,67,56.4 
'417945',2000,4,1.22,81.7,70.7,59.7 
'417945',2000,5,3.59,88,78.6,69.2 
'417945',2000,6,7.61,89.4,81,72.6 
'417945',2000,7,0.34,97.5,85.9,74.2 
'417945',2000,8,0.16,98.1,86.3,74.5 
'417945',2000,9,2.65,94.5,81,67.4 
'417945',2000,10,5.62,80.8,72.2,63.6 
'417945',2000,11,8.58,65.9,56.9,47.9 
'417945',2000,12,1.57,55.8,46.4,36.9 
'417945',2001,1,2.85,59.1,49.2,39.2 
'417945',2001,2,0.7,67.3,57.5,47.7 
'417945',2001,3,2.77,66.5,56.6,46.6 
'417945',2001,4,2.29,79.2,70.8,62.3 
'417945',2001,5,2.48,86,76.3,66.5 
'417945',2001,6,3.39,93.2,82.6,72 
'417945',2001,7,0.5,96.1,85.4,74.6 
'417945',2001,8,7.83,96.3,85.6,74.8 
'417945',2001,9,4.05,86.7,76.9,67 
'417945',2001,10,2.06,79.3,67.9,56.5 
'417945',2001,11,4.37,72.8,62.9,53 
'417945',2001,12,3.43,64.4,53.8,43.1 
'417945',2002,1,0.37,65.8,54,42.2 
'417945',2002,2,0.42,64.7,50.8,36.9 
'417945',2002,3,1.19,72.3,60.3,48.3 
'417945',2002,4,3.82,82.3,73.2,64.1 
'417945',2002,5,2.26,86.7,76.8,66.8 
'417945',2002,6,1.48,94,83.4,72.8 
'417945',2002,7,16.92,90.1,82.5,74.9 
'417945',2002,8,0.54,95.1,85.3,75.5 
'417945',2002,9,7.02,88.2,78.7,69.1 
'417945',2002,10,7.64,78.5,70.7,62.9 
'417945',2002,11,2.08,69.4,57.8,46.2 
'417945',2002,12,2.53,64.7,53.8,42.9 
'417945',2003,1,0.99,60.4,49.8,39.2 
'417945',2003,2,2.15,62.5,53.1,43.6 
'417945',2003,3,0.77,71.6,60.6,49.5 
'417945',2003,4,0.17,82.4,71.6,60.7 
'417945',2003,5,0.12,90.4,80.4,70.3 
'417945',2003,6,2.9,92.2,81.7,71.2 
'417945',2003,7,8.12,90,82,73.9 
'417945',2003,8,1.65,93.6,83.7,73.7 
'417945',2003,9,9.21,85.7,76.7,67.7 
'417945',2003,10,1.94,81.5,70.6,59.7 
'417945',2003,11,0.32,73.1,63.1,53 
'417945',2003,12,0.11,67.1,53.9,40.6 
'417945',2004,1,2.31,63.7,54.5,45.3 
'417945',2004,2,1.73,63.3,52.7,42 
'417945',2004,3,2.35,75.4,66,56.5 
'417945',2004,4,5.02,76.7,67.2,57.7 
'417945',2004,5,1.8,84.9,76.2,67.4 
'417945',2004,6,9.47,89.6,80.9,72.1 
'417945',2004,7,0.61,92.2,82.9,73.6 
'417945',2004,8,1.1,93.3,83.4,73.4 
'417945',2004,9,1.92,90.5,80.5,70.5 
'417945',2004,10,9.47,86.1,76.9,67.7 
'417945',2004,11,9.46,71.1,61.1,51.1 
'417945',2004,12,0.08,65.3,53.2,41 
'417945',2005,1,2.18,65,55.9,46.8 
'417945',2005,2,2.42,63.8,56.3,48.8 
'417945',2005,3,2,73.5,61.4,49.2 
'417945',2005,4,0.01,80.3,68.4,56.4 
'417945',2005,5,2.97,85.2,75,64.8 
'417945',2005,6,0.81,92.4,82.6,72.7 
'417945',2005,7,2.1,95.7,85.3,74.8 
'417945',2005,8,1.22,96.5,85.7,74.9 
'417945',2005,9,1.39,95.4,84.3,73.1 
'417945',2005,10,1.14,82.9,70.9,58.9 
'417945',2005,11,0.2,77.7,64.9,52.1 
'417945',2005,12,0.1,66.1,53,39.9 
'417945',2006,1,0.35,72.9,58.2,43.5 
'417945',2006,2,0.62,69.6,56,42.3 
'417945',2006,3,1.36,79.2,67.6,55.9 
'417945',2006,4,1.4,88.7,76.9,65 
'417945',2006,5,3.8,91.6,78.8,65.9 
'417945',2006,6,1.63,95.4,83.6,71.8 
'417945',2006,7,1.41,96.5,85.7,74.9 
'417945',2006,8,0.03,99.8,88.3,76.8 
'417945',2006,9,4.11,90.6,79.7,68.8 
'417945',2006,10,3.44,83.3,72.4,61.5 
'417945',2006,11,0.75,75.7,63.8,51.8 
'417945',2006,12,2.44,64.8,54.5,44.1 
'417945',2007,1,4.33,57.2,48.3,39.4 
'417945',2007,2,0.09,66.6,54.9,43.2 
'417945',2007,3,7.24,74.5,65.1,55.6 
'417945',2007,4,2.07,74.8,65.1,55.4 
'417945',2007,5,5.39,84,75.5,66.9 
'417945',2007,6,4.21,88.9,80.7,72.5 
'417945',2007,7,9.43,87.4,80.4,73.4 
'417945',2007,8,4.41,91.9,83.7,75.4 
'417945',2007,9,1.82,89.1,80.3,71.4 
'417945',2007,10,0.77,85.1,73.2,61.2 
'417945',2007,11,0.78,72.7,62.7,52.7 
'417945',2007,12,0.32,69.6,56.2,42.8 
'417945',2008,1,0.6,63.9,52.1,40.3 
'417945',2008,2,0.39,76.6,61.4,46.2 
'417945',2008,3,1.44,77.4,64.4,51.4 
'417945',2008,4,0.62,83.1,70.4,57.7 
'417945',2008,5,1.26,90.6,79.3,67.9 
'417945',2008,6,0.29,97.3,86,74.6 
'417945',2008,7,1.9,95.4,84.3,73.1 
'417945',2008,8,3.94,93.6,84.1,74.6 
'417945',2008,9,0.37,90.4,78.5,66.6 
'417945',2008,10,0.36,83.7,70.4,57.1 
'417945',2008,11,0.16,75.5,62.7,49.8 
'417945',2008,12,0.25,65.9,53.1,40.2 
'417945',2009,1,0.33,67.4,52.9,38.3 
'417945',2009,2,0.42,76.1,62.3,48.5 
'417945',2009,3,2.18,76.6,64.5,52.4 
'417945',2009,4,3.26,80.6,68.6,56.6 
'417945',2009,5,1.73,88.9,78.1,67.2 
'417945',2009,6,0.43,97.1,85.6,74 
'417945',2009,7,0.54,99.6,87.5,75.3 
'417945',2009,8,0.82,99.6,87.6,75.5 
'417945',2009,9,6.47,86.8,78.2,69.5 
'417945',2009,10,7.72,78.7,69.6,60.5 
'417945',2009,11,3.73,72.4,61.2,50 
'417945',2009,12,1.69,55.6,47.4,39.2 
'417945',2010,1,3.52,59.5,49.5,39.4 
'417945',2010,2,2.63,58.3,48.9,39.5 
'417945',2010,3,1.7,72.2,59.1,46 
'417945',2010,4,2.11,78.4,68.6,58.7 
'417945',2010,5,3.49,86.8,77.3,67.7 
'417945',2010,6,2.99,92.7,84,75.2 
'417945',2010,7,2.19,92.2,83.4,74.5 
'417945',2010,8,0.41,97.7,87,76.3 
'417945',2010,9,7.01,89.2,81.2,73.1 
'417945',2010,10,0.04,83.7,69.6,55.4 
'417945',2010,11,0.99,74.9,62.9,50.9 
'417945',2010,12,0.85,65.2,52.9,40.6 
'417945',2011,1,2.05,60.8,49.9,38.9 
'417945',2011,2,0.42,67.4,54.6,41.7 
'417945',2011,3,0.04,79.6,66.1,52.5 
'417945',2011,4,0.11,87.8,74.4,61 
'417945',2011,5,0.64,89.1,77.6,66.1 
'417945',2011,6,1.17,98.2,86,73.7 
'417945',2011,7,0.43,99.2,87.9,76.6 
'417945',2011,8,0.02,102.4,90,77.5 
