Source: MJ Menne CN Williams Jr. RS Vose NOAA National Climatic Data Center Asheville NC
State_id  ,YEAR  ,Month  ,PRECIP (in),TMAX (F),TMEAN (F),TMIN (F) 
'417945',1895,1,1.24,62.9,52.2,41.5 
'417945',1895,2,3.97,54,43.1,32.2 
'417945',1895,3,2.24,72.1,60.5,48.9 
'417945',1895,4,0.29,81.2,67.9,54.6 
'417945',1895,5,6.66,81.1,70.8,60.5 
'417945',1895,6,2.09,88.2,78.1,68 
'417945',1895,7,1.07,94.5,82.7,70.8 
'417945',1895,8,1.9,94.6,82.5,70.3 
'417945',1895,9,1.25,89.8,78.8,67.7 
'417945',1895,10,1.43,78.9,66.7,54.5 
'417945',1895,11,3.38,66.4,55.9,45.4 
'417945',1895,12,0.55,63.9,52.3,40.7 
'417945',1896,1,2.9,62.5,52,41.5 
'417945',1896,2,2.36,66.5,54.7,42.8 
'417945',1896,3,0.66,71,58.9,46.7 
'417945',1896,4,2.73,77.9,68.3,58.6 
'417945',1896,5,2.74,87.1,76.8,66.5 
'417945',1896,6,0.61,95.1,81.9,68.7 
'417945',1896,7,2.69,92.9,81.7,70.5 
'417945',1896,8,2.96,95.2,82.7,70.2 
'417945',1896,9,8.87,87.9,76.7,65.4 
'417945',1896,10,6.04,76,66.2,56.3 
'417945',1896,11,0.79,69.1,59.9,50.7 
'417945',1896,12,0.74,66.9,54.5,42 
'417945',1897,1,1.55,56.7,47.2,37.7 
'417945',1897,2,0.15,69.7,57.9,46 
'417945',1897,3,1.65,77.3,65.5,53.7 
'417945',1897,4,1.84,79.3,67.2,55 
'417945',1897,5,3.13,84.2,72.8,61.3 
'417945',1897,6,2.19,90.4,79.3,68.2 
'417945',1897,7,0.28,95.4,83,70.5 
'417945',1897,8,0.4,91.4,80.4,69.3 
'417945',1897,9,1.61,87,75.5,63.9 
'417945',1897,10,1.35,81.5,70.6,59.6 
'417945',1897,11,0.43,71.4,60.8,50.2 
'417945',1897,12,1.34,59.6,49.1,38.5 
'417945',1898,1,0.46,64.5,54,43.4 
'417945',1898,2,1.16,68.3,56.9,45.4 
'417945',1898,3,1.47,70.3,60.3,50.3 
'417945',1898,4,1.46,78.6,67,55.3 
'417945',1898,5,1.06,84.1,74.3,64.5 
'417945',1898,6,7.06,88.6,78.4,68.2 
'417945',1898,7,2.24,92.2,81,69.8 
'417945',1898,8,3.35,93.3,81.9,70.5 
'417945',1898,9,1.32,88.5,77.5,66.5 
'417945',1898,10,0.03,82.3,69,55.6 
'417945',1898,11,1.34,65.7,54.9,44 
'417945',1898,12,1.54,55.8,45.4,34.9 
'417945',1899,1,0.38,60.4,48.9,37.3 
'417945',1899,2,0.31,56.3,43.8,31.2 
'417945',1899,3,0,76.8,63.5,50.2 
'417945',1899,4,2.6,78.4,66.8,55.1 
'417945',1899,5,2.22,84.8,76.3,67.8 
'417945',1899,6,4.32,87.3,77.6,67.8 
'417945',1899,7,2.85,91.5,80.7,69.9 
'417945',1899,8,0,96.8,83.8,70.7 
'417945',1899,9,0.57,88.7,76,63.3 
'417945',1899,10,1.31,81.7,70.7,59.7 
'417945',1899,11,1.7,69.9,59.3,48.6 
'417945',1899,12,3.39,62.7,51.6,40.5 
'417945',1900,1,5.42,61.5,51.3,41 
'417945',1900,2,0.34,64.1,52.3,40.4 
'417945',1900,3,4.35,70.5,59.8,49.1 
'417945',1900,4,9.11,76.8,65.8,54.8 
'417945',1900,5,4.47,82.9,72.1,61.3 
'417945',1900,6,0.78,93.1,80.8,68.4 
'417945',1900,7,2.24,90.6,80.3,70 
'417945',1900,8,4.05,91,80.7,70.4 
'417945',1900,9,0.97,91.5,80.4,69.3 
'417945',1900,10,2.94,82.7,70.6,58.5 
'417945',1900,11,1.82,72.5,60.4,48.2 
'417945',1900,12,0.7,64.3,52.1,39.8 
'417945',1901,1,0.41,64.9,54.4,43.8 
'417945',1901,2,0.71,61.7,50.6,39.5 
'417945',1901,3,0.54,75.4,60.8,46.2 
'417945',1901,4,0.59,79.1,65.8,52.4 
'417945',1901,5,2.47,87.3,74.4,61.5 
'417945',1901,6,1.86,92.9,80.7,68.4 
'417945',1901,7,3.79,93.2,82.1,70.9 
'417945',1901,8,0.96,97.1,83.7,70.3 
'417945',1901,9,4.2,87.3,76.4,65.4 
'417945',1901,10,0.12,82.8,70.2,57.6 
'417945',1901,11,0.64,72.8,61.2,49.6 
'417945',1901,12,0.15,65.6,51.5,37.3 
'417945',1902,1,0.7,60.6,49.4,38.1 
'417945',1902,2,0.55,63,51.5,39.9 
'417945',1902,3,0.12,74.5,62.3,50.1 
'417945',1902,4,2.31,80.9,69.7,58.4 
'417945',1902,5,3.14,85.7,75.7,65.6 
'417945',1902,6,0.02,93.6,81.7,69.8 
'417945',1902,7,3.85,91.7,80.9,70.1 
'417945',1902,8,0,96,83.7,71.4 
'417945',1902,9,5.52,87.9,76.6,65.2 
'417945',1902,10,2.54,80.6,68.6,56.5 
'417945',1902,11,3.53,72.1,62.7,53.3 
'417945',1902,12,2.51,61.3,51.1,40.9 
'417945',1903,1,2.39,59.9,49.3,38.7 
'417945',1903,2,7.88,56.8,48.1,39.3 
'417945',1903,3,1.29,65.8,57.1,48.4 
'417945',1903,4,1.74,75.4,65.1,54.7 
'417945',1903,5,1.95,79.9,70,60 
'417945',1903,6,4.75,84.8,73.8,62.7 
'417945',1903,7,7.52,87.7,77.8,67.8 
'417945',1903,8,0.2,89.5,79.2,68.8 
'417945',1903,9,2.96,86.2,74.7,63.1 
'417945',1903,10,1.61,79,66.4,53.7 
'417945',1903,11,0,70.3,58.2,46.1 
'417945',1903,12,0.82,63.6,52.2,40.7 
'417945',1904,1,0.3,63,49.5,36 
'417945',1904,2,0.64,71.1,57.6,44.1 
'417945',1904,3,0.16,80.3,67,53.7 
'417945',1904,4,3.25,78.9,67.5,56.1 
'417945',1904,5,5.93,83.4,71.6,59.7 
'417945',1904,6,1.73,88.9,77.8,66.6 
'417945',1904,7,3.5,89.5,78.9,68.3 
'417945',1904,8,1.97,91.9,80.1,68.2 
'417945',1904,9,7.74,87.8,77.8,67.7 
'417945',1904,10,2.86,81,69,56.9 
'417945',1904,11,0.24,70.6,58.5,46.3 
'417945',1904,12,1.06,62.4,50.7,39 
'417945',1905,1,0.88,58.4,47.9,37.3 
'417945',1905,2,1.62,53.2,41.9,30.5 
'417945',1905,3,2.74,74,63.2,52.4 
'417945',1905,4,6.08,76.5,65.4,54.3 
'417945',1905,5,4.11,84.3,74.9,65.5 
'417945',1905,6,6.01,87.9,78.1,68.3 
'417945',1905,7,2.82,91,79.2,67.4 
'417945',1905,8,0.51,95.5,82.8,70 
'417945',1905,9,1.8,90.1,78.4,66.7 
'417945',1905,10,1.83,79.1,68.6,58 
'417945',1905,11,2.63,70.7,61.9,53 
'417945',1905,12,1.56,56.9,46.5,36 
'417945',1906,1,0.29,63.9,50.4,36.8 
'417945',1906,2,1.07,62.1,51.2,40.3 
'417945',1906,3,1.29,68.7,56.4,44.1 
'417945',1906,4,3.94,76.9,66.8,56.6 
'417945',1906,5,0.86,84.6,73.6,62.5 
'417945',1906,6,0.62,93.6,81.3,69 
'417945',1906,7,4.34,91.1,80.5,69.8 
'417945',1906,8,2.25,90.8,79.9,69 
'417945',1906,9,1.74,88.7,77.9,67.1 
'417945',1906,10,1.09,76.8,64.1,51.3 
'417945',1906,11,1.33,69.7,58.7,47.6 
'417945',1906,12,1.6,66,56.2,46.4 
'417945',1907,1,0.8,68.4,58.5,48.5 
'417945',1907,2,0.78,69.8,56.5,43.2 
'417945',1907,3,1.88,80.9,69.1,57.2 
'417945',1907,4,3.77,77.9,65.7,53.4 
'417945',1907,5,4.64,78.9,68.9,58.9 
'417945',1907,6,0.18,92.5,80.7,68.9 
'417945',1907,7,2.68,92.8,81.3,69.7 
'417945',1907,8,0.8,95,82.9,70.8 
'417945',1907,9,1.11,92.3,79.4,66.5 
'417945',1907,10,3.54,79.1,69.7,60.3 
'417945',1907,11,6.79,63.2,54.4,45.6 
'417945',1907,12,0.8,63.5,52.6,41.7 
'417945',1908,1,1.01,63.3,52.6,41.9 
'417945',1908,2,2.42,64.8,53.3,41.7 
'417945',1908,3,1.31,77.3,65.8,54.2 
'417945',1908,4,2.87,79.1,68.2,57.2 
'417945',1908,5,6.07,85.4,74.2,63 
'417945',1908,6,0.3,91.3,80.6,69.9 
'417945',1908,7,0.66,92.5,80.6,68.7 
'417945',1908,8,4.27,92.3,80.7,69 
'417945',1908,9,3.92,87.1,75.1,63.1 
'417945',1908,10,1.47,79.2,66.1,52.9 
'417945',1908,11,2.61,72.2,60.3,48.3 
'417945',1908,12,1.61,64.6,54.6,44.5 
'417945',1909,1,0.1,65.8,55.1,44.4 
'417945',1909,2,0.71,69,56.4,43.8 
'417945',1909,3,0.88,76.5,63.5,50.4 
'417945',1909,4,0.82,79.1,66.8,54.5 
'417945',1909,5,1.77,84.4,73.1,61.8 
'417945',1909,6,1.65,92.4,80.7,69 
'417945',1909,7,3.27,95.5,83.8,72 
'417945',1909,8,1.7,94.4,82.4,70.4 
'417945',1909,9,0.56,89.4,77,64.5 
'417945',1909,10,1.55,82.2,69,55.8 
'417945',1909,11,0.53,77,66.2,55.3 
'417945',1909,12,1.38,56.8,45.8,34.7 
'417945',1910,1,0.88,65.1,52.9,40.6 
'417945',1910,2,0.78,62.4,49.6,36.7 
'417945',1910,3,0.42,78.6,65.8,52.9 
'417945',1910,4,3.31,80,67.5,54.9 
'417945',1910,5,1.56,83.9,72.7,61.4 
'417945',1910,6,0.55,91.4,79.3,67.1 
'417945',1910,7,1.37,95.4,82.8,70.1 
'417945',1910,8,0.37,96.4,84.1,71.7 
'417945',1910,9,0.56,91.1,79.5,67.8 
'417945',1910,10,3.35,78.7,67,55.3 
'417945',1910,11,1.38,72.4,61.4,50.3 
'417945',1910,12,1.69,64,53.3,42.6 
'417945',1911,1,0.02,68,57.1,46.1 
'417945',1911,2,1.66,67.8,58.1,48.3 
'417945',1911,3,2.72,74.7,63.9,53.1 
'417945',1911,4,3.41,76.2,66.6,57 
'417945',1911,5,2.01,83.3,72,60.6 
'417945',1911,6,0.3,94.7,82.1,69.5 
'417945',1911,7,1.03,93.8,82,70.2 
'417945',1911,8,0.48,97.1,84.2,71.3 
'417945',1911,9,0.12,93.7,82.5,71.3 
'417945',1911,10,3.57,79.4,68.4,57.4 
'417945',1911,11,2.01,65.2,54,42.8 
'417945',1911,12,1.35,59.4,49.6,39.7 
'417945',1912,1,0.28,59.5,46.8,34.1 
'417945',1912,2,5.12,62.3,49.3,36.3 
'417945',1912,3,1.86,65,54.7,44.3 
'417945',1912,4,1.78,77.3,66.6,55.8 
'417945',1912,5,1.49,86.3,74.8,63.2 
'417945',1912,6,3.22,87.7,76.4,65 
'417945',1912,7,1.27,95.2,83.1,70.9 
'417945',1912,8,0.29,95.7,84,72.2 
'417945',1912,9,1.47,91.4,79.5,67.6 
'417945',1912,10,2.74,80.6,69.9,59.1 
'417945',1912,11,1.45,69.5,57.7,45.8 
'417945',1912,12,2.76,56.9,47.8,38.7 
'417945',1913,1,0.9,61,50.4,39.7 
'417945',1913,2,1.91,61,50,39 
'417945',1913,3,1.36,69.7,57.3,44.9 
'417945',1913,4,1.32,78,64.9,51.7 
'417945',1913,5,2.88,86,73.6,61.1 
'417945',1913,6,2.9,87.2,77.2,67.2 
'417945',1913,7,0.03,94.3,82.5,70.6 
'417945',1913,8,1.29,94.1,81.9,69.7 
'417945',1913,9,7.21,83.9,73.5,63.1 
'417945',1913,10,8.86,75.9,64.9,53.9 
'417945',1913,11,4.55,73.5,64.2,54.8 
'417945',1913,12,4.47,58.4,50.4,42.3 
'417945',1914,1,0.09,67.3,54.4,41.4 
'417945',1914,2,1.38,62.4,51.1,39.8 
'417945',1914,3,0.83,68.8,56.8,44.8 
'417945',1914,4,5.26,76.7,64.8,52.8 
'417945',1914,5,5.59,81.2,72.3,63.4 
'417945',1914,6,0.43,90.1,80,69.8 
'417945',1914,7,0.02,95.7,83.6,71.4 
'417945',1914,8,7.8,90.6,80.6,70.6 
'417945',1914,9,2.24,89.1,77.6,66 
'417945',1914,10,5.78,78.8,68.2,57.5 
'417945',1914,11,3.24,68.2,59.2,50.1 
'417945',1914,12,1.43,51.9,44.3,36.6 
'417945',1915,1,0.53,59.9,48.5,37.1 
'417945',1915,2,1.81,67.8,56.4,45 
'417945',1915,3,1.2,62.8,51.2,39.5 
'417945',1915,4,11.64,75,65.5,55.9 
'417945',1915,5,1.89,84.1,73.6,63.1 
'417945',1915,6,0.03,93.3,81.8,70.3 
'417945',1915,7,0.92,94.6,82.7,70.8 
'417945',1915,8,3.9,91.6,80.5,69.3 
'417945',1915,9,2.39,87.3,77.8,68.2 
'417945',1915,10,1.11,82.9,70.1,57.3 
'417945',1915,11,0.29,74.2,61.7,49.2 
'417945',1915,12,1.57,66.6,54.7,42.8 
'417945',1916,1,2.25,64.7,54.2,43.6 
'417945',1916,2,0.01,69.8,56.6,43.4 
'417945',1916,3,0.79,81,66.6,52.2 
'417945',1916,4,1.85,77.8,65.6,53.3 
'417945',1916,5,3.85,86,74.1,62.1 
'417945',1916,6,0.49,94.7,82,69.3 
'417945',1916,7,4.53,91.3,80.8,70.2 
'417945',1916,8,5.07,90.3,79.9,69.5 
'417945',1916,9,3.78,86.9,76,65 
'417945',1916,10,2.57,80.8,68.9,56.9 
'417945',1916,11,2.14,69,56.9,44.8 
'417945',1916,12,0.33,64.8,52.6,40.4 
'417945',1917,1,0.95,63.5,53.2,42.8 
'417945',1917,2,0.49,69,55.6,42.2 
'417945',1917,3,0.16,73,61.5,50 
'417945',1917,4,0.28,79.7,67,54.3 
'417945',1917,5,3.3,80.9,69.5,58.1 
'417945',1917,6,0.04,93.7,81,68.3 
'417945',1917,7,2.19,95.1,82.8,70.4 
'417945',1917,8,0.1,96.2,83.6,71 
'417945',1917,9,1.39,88.5,77.3,66 
'417945',1917,10,0.48,80.4,66.6,52.8 
'417945',1917,11,0.75,74.4,61.4,48.4 
'417945',1917,12,0,59,48.4,37.7 
'417945',1918,1,0.1,58.7,45,31.2 
'417945',1918,2,1.1,65.8,54.5,43.2 
'417945',1918,3,1.45,76.4,64.6,52.7 
'417945',1918,4,5.14,77.6,66.9,56.1 
'417945',1918,5,2.8,84,73.9,63.7 
'417945',1918,6,3.35,93.1,81.6,70.1 
'417945',1918,7,1.68,95.5,83.2,70.9 
'417945',1918,8,2.61,95,83.1,71.1 
'417945',1918,9,1.49,86.8,74.4,61.9 
'417945',1918,10,4.05,80.4,69.6,58.7 
'417945',1918,11,2.53,63.7,55.4,47 
'417945',1918,12,3.61,62.5,52.7,42.8 
'417945',1919,1,3.78,57.3,47.7,38 
'417945',1919,2,1.56,60.8,50.9,41 
'417945',1919,3,1.39,69.3,59,48.6 
'417945',1919,4,3.6,77.4,66.3,55.2 
'417945',1919,5,3.06,82.3,71.4,60.4 
'417945',1919,6,7.01,85.4,75.5,65.5 
'417945',1919,7,7.88,87.9,78.7,69.4 
'417945',1919,8,2.14,90.6,80.2,69.7 
'417945',1919,9,7.61,85.1,75.8,66.5 
'417945',1919,10,8.66,80,71.8,63.6 
'417945',1919,11,1.56,69.6,58.7,47.8 
'417945',1919,12,2.05,60.2,49.7,39.1 
'417945',1920,1,3.36,56.5,47.3,38.1 
'417945',1920,2,0.27,65.9,55.7,45.4 
'417945',1920,3,0.83,70.6,58.4,46.1 
'417945',1920,4,1.09,81,67.4,53.8 
'417945',1920,5,2.42,85.1,74.8,64.4 
